aircraft_id,tail_number,manufacturer,model,age
3234,N979AK,BOEING,737 NG,5
3235,N983SW,CANADAIR REGIONAL JET,CRJ,20
3236,N678DL,BOEING,757,32
3237,N17272,BOEING,737 NG,2
3238,N239JB,EMBRAER,190/195,18
3239,N916XJ,CANADAIR REGIONAL JET,CRJ,16
3240,N804UA,AIRBUS,A319,27
3241,N7854B,BOEING,737 NG,18
3242,N482WN,BOEING,737 NG,20
3243,N1604R,BOEING,767,25
3244,N750YX,EMBRAER,170/175,7
3245,N935AN,BOEING,737 NG,24
3246,N566JB,AIRBUS,A320,21
3247,N306DN,AIRBUS,A321,8
3248,N613NN,CANADAIR REGIONAL JET,CRJ,4
3249,N361HA,AIRBUS,A330,7
3250,N918NN,BOEING,737 NG,11
3251,N786SW,BOEING,737 NG,24
3252,N248AK,BOEING,737 NG,8
3253,N62895,BOEING,737 NG,8
3254,N319NV,AIRBUS,A319,19
3255,N963AT,BOEING,717,23
3256,N171SY,EMBRAER,170/175,9
3257,N647NK,AIRBUS,A320,7
3258,N279NV,AIRBUS,A320,12
3259,N76021,BOEING,777,14
3260,N973AN,BOEING,737 NG,23
3261,N958NN,BOEING,737 NG,10
3262,N69840,BOEING,737 NG,9
3263,N8716B,BOEING,737 NG,7
3264,N313DN,AIRBUS,A321,8
3265,N404DX,AIRBUS,A330,5
3266,N919WN,BOEING,737 NG,16
3267,N705FR,AIRBUS,A321,9
3268,N809SK,CANADAIR REGIONAL JET,CRJ,18
3269,N579NN,CANADAIR REGIONAL JET,CRJ,9
3270,N395DN,BOEING,737 NG,24
3271,N8535S,BOEING,737 NG,7
3272,N26226,BOEING,737 NG,26
3273,N995JL,AIRBUS,A321,6
3274,N128AN,AIRBUS,A300,48
3275,N302RN,EMBRAER,170/175,4
3276,N77261,BOEING,737 NG,23
3277,N379FR,AIRBUS,A320,3
3278,N8842L,BOEING,737 NG,1
3279,N8569Z,BOEING,737 NG,6
3280,N665JB,AIRBUS,A320,17
3281,N925NK,AIRBUS,A320,4
3282,N927AT,BOEING,717,24
3283,N7811F,BOEING,737 NG,23
3284,N748UW,AIRBUS,A319,24
3285,N8775Q,BOEING,737 NG,2
3286,N423AS,BOEING,737 NG,11
3287,N823DN,BOEING,737 NG,10
3288,N976UY,AIRBUS,A321,12
3289,N256WN,BOEING,737 NG,18
3290,N18223,BOEING,737 NG,26
3291,N542US,BOEING,757,28
3292,N936EV,CANADAIR REGIONAL JET,CRJ,19
3293,N37507,BOEING,737 NG,6
3294,N41140,BOEING,757,24
3295,N8564Z,BOEING,737 NG,6
3296,N802SK,CANADAIR REGIONAL JET,CRJ,18
3297,N286WN,BOEING,737 NG,20
3298,N296WN,BOEING,737 NG,17
3299,N880DN,BOEING,737 NG,7
3300,N948JB,AIRBUS,A321,9
3301,N7849A,BOEING,737 NG,18
3302,N483UA,AIRBUS,A320,23
3303,N754SW,BOEING,737 NG,25
3304,N859NN,BOEING,737 NG,14
3305,N537JT,AIRBUS,A320,22
3306,N216NV,AIRBUS,A320,24
3307,N13718,BOEING,737 NG,25
3308,N76265,BOEING,737 NG,23
3309,N193DN,BOEING,767,27
3310,N205NN,EMBRAER,170/175,9
3311,N216UA,BOEING,777,24
3312,N979AT,BOEING,717,22
3313,N313SY,EMBRAER,170/175,2
3314,N357PV,BOEING,737 NG,7
3315,N339JB,EMBRAER,190/195,13
3316,N6707A,BOEING,757,24
3317,N383DZ,AIRBUS,A321,5
3318,N303DU,AIRBUS,A220,4
3319,N315DU,AIRBUS,A220,2
3320,N307DX,AIRBUS,A321,8
3321,N197SY,EMBRAER,170/175,6
3322,N102NN,AIRBUS,A321,11
3323,N270SY,EMBRAER,170/175,6
3324,N127DU,AIRBUS,A220,5
3325,N805SK,CANADAIR REGIONAL JET,CRJ,18
3326,N7812G,BOEING,737 NG,23
3327,N616NK,AIRBUS,A320,12
3328,N27964,BOEING,787,8
3329,N8303R,BOEING,737 NG,12
3330,N814AA,BOEING,787,8
3331,N24972,BOEING,787,6
3332,N90024,AIRBUS,A319,10
3333,N27277,BOEING,737 NG,5
3334,N931NK,AIRBUS,A320,4
3335,N292SY,EMBRAER,170/175,6
3336,N377DA,BOEING,737 NG,25
3337,N205JQ,EMBRAER,170/175,16
3338,N2251U,BOEING,777,4
3339,N3104J,AIRBUS,A220,2
3340,N724UW,AIRBUS,A319,25
3341,N135DQ,AIRBUS,A220,4
3342,N7815L,BOEING,737 NG,21
3343,N584JB,AIRBUS,A320,21
3344,N7732A,BOEING,737 NG,18
3345,N554JB,AIRBUS,A320,22
3346,N548CA,CANADAIR REGIONAL JET,CRJ,16
3347,N486WN,BOEING,737 NG,20
3348,N402DX,AIRBUS,A330,5
3349,N695CA,CANADAIR REGIONAL JET,CRJ,17
3350,N8818Q,BOEING,737 NG,3
3351,N8651A,BOEING,737 NG,10
3352,N303DD,EMBRAER,170/175,2
3353,N625NK,AIRBUS,A320,10
3354,N724SK,CANADAIR REGIONAL JET,CRJ,19
3355,N17245,BOEING,737 NG,25
3356,N16713,BOEING,737 NG,26
3357,N198UW,AIRBUS,A321,11
3358,N16701,BOEING,737 NG,26
3359,N494HA,BOEING,717,20
3360,N253WN,BOEING,737 NG,18
3361,N595NN,CANADAIR REGIONAL JET,CRJ,8
3362,N386DN,AIRBUS,A321,5
3363,N385DN,BOEING,737 NG,25
3364,N766JB,AIRBUS,A320,16
3365,N228FR,AIRBUS,A320,11
3366,N87531,BOEING,737 NG,13
3367,N886NN,BOEING,737 NG,12
3368,N706JB,AIRBUS,A320,16
3369,N580NN,CANADAIR REGIONAL JET,CRJ,9
3370,N9017P,AIRBUS,A319,10
3371,N939NN,BOEING,737 NG,11
3372,N327NB,AIRBUS,A319,23
3373,N26960,BOEING,787,9
3374,N452WN,BOEING,737 NG,20
3375,N8691A,BOEING,737 NG,8
3376,N190JB,EMBRAER,190/195,19
3377,N555NW,BOEING,757,22
3378,N230NN,EMBRAER,170/175,8
3379,N189SY,EMBRAER,170/175,7
3380,N519AE,CANADAIR REGIONAL JET,CRJ,20
3381,N586NW,BOEING,757,22
3382,N615NK,AIRBUS,A320,12
3383,N362DN,AIRBUS,A321,6
3384,N7813P,BOEING,737 NG,23
3385,N574NN,CANADAIR REGIONAL JET,CRJ,9
3386,N719SK,CANADAIR REGIONAL JET,CRJ,19
3387,N27015,BOEING,777,24
3388,N829UA,AIRBUS,A319,24
3389,N8669B,BOEING,737 NG,9
3390,N413WN,BOEING,737 NG,23
3391,N761RW,EMBRAER,170/175,15
3392,N529JB,AIRBUS,A320,23
3393,N837AW,AIRBUS,A319,19
3394,N337PQ,CANADAIR REGIONAL JET,CRJ,10
3395,N448AS,BOEING,737 NG,8
3396,N971AN,BOEING,737 NG,23
3397,N474UA,AIRBUS,A320,23
3398,N8785L,BOEING,737 NG,2
3399,N961NN,BOEING,737 NG,10
3400,N217HA,AIRBUS,A321,6
3401,N8306H,BOEING,737 NG,12
3402,N504NK,AIRBUS,A319,19
3403,N923SW,CANADAIR REGIONAL JET,CRJ,22
3404,N996JL,AIRBUS,A321,6
3405,N880BJ,BOEING,787,3
3406,N622AS,BOEING,737 NG,24
3407,N935NK,AIRBUS,A320,4
3408,N230FR,AIRBUS,A320,9
3409,N217NN,EMBRAER,170/175,9
3410,N588NW,BOEING,757,21
3411,N948AK,BOEING,737 NG,2
3412,N841MH,BOEING,767,23
3413,N935JB,AIRBUS,A321,10
3414,N897UA,AIRBUS,A319,17
3415,N644UA,BOEING,767,33
3416,N8533S,BOEING,737 NG,7
3417,N8812Q,BOEING,737 NG,3
3418,N205WN,BOEING,737 NG,19
3419,N516SY,EMBRAER,170/175,3
3420,N387DN,AIRBUS,A321,5
3421,N309SY,EMBRAER,170/175,2
3422,N149SY,EMBRAER,170/175,9
3423,N301DU,AIRBUS,A220,3
3424,N923DZ,BOEING,737 NG,5
3425,N374NW,AIRBUS,A320,23
3426,N915WN,BOEING,737 NG,16
3427,N8520Q,BOEING,737 NG,7
3428,N8839Q,BOEING,737 NG,1
3429,N609NN,CANADAIR REGIONAL JET,CRJ,5
3430,N506SY,EMBRAER,170/175,3
3431,N559WN,BOEING,737 NG,22
3432,N603CZ,EMBRAER,170/175,17
3433,N653UA,BOEING,767,32
3434,N428YX,EMBRAER,170/175,10
3435,N402SY,EMBRAER,170/175,6
3436,N333NW,AIRBUS,A320,32
3437,N811NW,AIRBUS,A330,19
3438,N16732,BOEING,737 NG,25
3439,N915AN,BOEING,737 NG,25
3440,N837DN,BOEING,737 NG,9
3441,N961SW,CANADAIR REGIONAL JET,CRJ,21
3442,N252NV,AIRBUS,A320,7
3443,N963AN,BOEING,737 NG,23
3444,N745YX,EMBRAER,170/175,7
3445,N533NK,AIRBUS,A319,16
3446,N346FR,AIRBUS,A320,5
3447,N307NV,AIRBUS,A319,19
3448,N216JB,EMBRAER,190/195,18
3449,N8576Z,BOEING,737 NG,6
3450,N8515X,BOEING,737 NG,8
3451,N8575Z,BOEING,737 NG,6
3452,N832SK,CANADAIR REGIONAL JET,CRJ,6
3453,N919AT,BOEING,717,23
3454,N770SK,CANADAIR REGIONAL JET,CRJ,18
3455,N932NN,BOEING,737 NG,11
3456,N324DX,AIRBUS,A321,7
3457,N17753,BOEING,737 NG,22
3458,N418WN,BOEING,737 NG,23
3459,N382DN,AIRBUS,A321,5
3460,N973AK,BOEING,737 NG,5
3461,N998JE,AIRBUS,A321,6
3462,N320NB,AIRBUS,A319,24
3463,N103NN,AIRBUS,A321,11
3464,N662JB,AIRBUS,A320,17
3465,N346JB,EMBRAER,190/195,12
3466,N8673F,BOEING,737 NG,9
3467,N530NK,AIRBUS,A319,17
3468,N838AW,AIRBUS,A319,19
3469,N546FF,CANADAIR REGIONAL JET,CRJ,13
3470,N451AN,AIRBUS,A321,2
3471,N266JB,EMBRAER,190/195,17
3472,N824UA,AIRBUS,A319,25
3473,N679SA,CANADAIR REGIONAL JET,CRJ,22
3474,N958NK,AIRBUS,A320,2
3475,N443UA,AIRBUS,A320,26
3476,N8329B,BOEING,737 NG,12
3477,N320SY,EMBRAER,170/175,2
3478,N510DN,AIRBUS,A350,6
3479,N199DN,BOEING,767,26
3480,N329SL,BOEING,737 NG,5
3481,N491WN,BOEING,737 NG,20
3482,N931AN,BOEING,737 NG,24
3483,N8529Z,BOEING,737 NG,7
3484,N563UW,AIRBUS,A321,12
3485,N726SK,CANADAIR REGIONAL JET,CRJ,19
3486,N78009,BOEING,777,25
3487,N960WN,BOEING,737 NG,13
3488,N784UA,BOEING,777,27
3489,N538CA,CANADAIR REGIONAL JET,CRJ,16
3490,N480UA,AIRBUS,A320,23
3491,N482UA,AIRBUS,A320,23
3492,N802DN,BOEING,737 NG,11
3493,N964AT,BOEING,717,23
3494,N994NN,BOEING,737 NG,8
3495,N68453,BOEING,737 NG,12
3496,N8759Q,BOEING,737 NG,2
3497,N192DN,BOEING,767,27
3498,N79402,BOEING,737 NG,23
3499,N157AA,AIRBUS,A321,8
3500,N776WN,BOEING,737 NG,24
3501,N232FR,AIRBUS,A320,9
3502,N614UX,EMBRAER,170/175,5
3503,N7874B,BOEING,737 NG,20
3504,N994AT,BOEING,717,22
3505,N918DU,BOEING,737 NG,5
3506,N561NN,CANADAIR REGIONAL JET,CRJ,10
3507,N119NN,AIRBUS,A321,10
3508,N370DN,AIRBUS,A321,5
3509,N229JB,EMBRAER,190/195,18
3510,N560AS,BOEING,737 NG,18
3511,N640JB,AIRBUS,A320,18
3512,N211FR,AIRBUS,A320,13
3513,N531AS,BOEING,737 NG,14
3514,N662AW,AIRBUS,A320,24
3515,N927WN,BOEING,737 NG,16
3516,N27477,BOEING,737 NG,11
3517,N976AN,BOEING,737 NG,23
3518,N802AW,AIRBUS,A319,26
3519,N187US,AIRBUS,A321,22
3520,N996AN,AIRBUS,A321,8
3521,N980UY,AIRBUS,A321,11
3522,N833AW,AIRBUS,A319,22
3523,N436UA,AIRBUS,A320,28
3524,N839AW,AIRBUS,A319,18
3525,N408WN,BOEING,737 NG,23
3526,N765SK,CANADAIR REGIONAL JET,CRJ,19
3527,N723UW,AIRBUS,A319,25
3528,N816UA,AIRBUS,A319,26
3529,N556UW,AIRBUS,A321,12
3530,N79011,BOEING,777,25
3531,N373DA,BOEING,737 NG,26
3532,N117AN,AIRBUS,A321,10
3533,N685DA,BOEING,757,29
3534,N106HQ,EMBRAER,170/175,17
3535,N21723,BOEING,737 NG,25
3536,N916SW,CANADAIR REGIONAL JET,CRJ,22
3537,N291WN,BOEING,737 NG,17
3538,N37527,BOEING,737 NG,5
3539,N2645U,BOEING,777,6
3540,N358FR,AIRBUS,A320,5
3541,N975SW,CANADAIR REGIONAL JET,CRJ,20
3542,N1810U,BOEING,737 NG,5
3543,N420AN,AIRBUS,A321,4
3544,N321NB,AIRBUS,A319,23
3545,N58101,BOEING,757,30
3546,N576DZ,AIRBUS,A350,5
3547,N949JT,AIRBUS,A321,9
3548,N597JB,AIRBUS,A320,20
3549,N401AN,AIRBUS,A321,5
3550,N221WN,BOEING,737 NG,19
3551,N214NN,EMBRAER,170/175,9
3552,N104HQ,EMBRAER,170/175,17
3553,N949WN,BOEING,737 NG,14
3554,N210JQ,EMBRAER,170/175,16
3555,N958AN,BOEING,737 NG,23
3556,N804NN,BOEING,737 NG,15
3557,N924AK,BOEING,737 NG,3
3558,N77518,BOEING,737 NG,16
3559,N939NK,AIRBUS,A320,3
3560,N228UA,BOEING,777,22
3561,N508DN,AIRBUS,A350,6
3562,N367CA,CANADAIR REGIONAL JET,CRJ,22
3563,N7851A,BOEING,737 NG,23
3564,N104NN,AIRBUS,A321,11
3565,N536US,BOEING,757,29
3566,N794UA,BOEING,777,27
3567,N915XJ,CANADAIR REGIONAL JET,CRJ,17
3568,N674NK,AIRBUS,A321,7
3569,N811NN,BOEING,737 NG,15
3570,N396DN,AIRBUS,A321,5
3571,N756US,AIRBUS,A319,24
3572,N621JB,AIRBUS,A320,19
3573,N8619F,BOEING,737 NG,11
3574,N122SY,EMBRAER,170/175,10
3575,N925VA,AIRBUS,A321,7
3576,N805NW,AIRBUS,A330,22
3577,N8618N,BOEING,737 NG,11
3578,N8685B,BOEING,737 NG,8
3579,N934AA,AIRBUS,A321,7
3580,N75428,BOEING,737 NG,16
3581,N68817,BOEING,737 NG,10
3582,N218JQ,EMBRAER,170/175,17
3583,N204HA,AIRBUS,A321,7
3584,N494CA,CANADAIR REGIONAL JET,CRJ,21
3585,N630NK,AIRBUS,A320,10
3586,N3737C,BOEING,737 NG,24
3587,N7883A,BOEING,737 NG,23
3588,N137AA,AIRBUS,A321,9
3589,N880NN,BOEING,737 NG,13
3590,N455WN,BOEING,737 NG,20
3591,N659NK,AIRBUS,A321,9
3592,N371NW,AIRBUS,A320,23
3593,N908AA,AIRBUS,A321,7
3594,N977NN,BOEING,737 NG,9
3595,N316SE,BOEING,737 NG,5
3596,N931WN,BOEING,737 NG,15
3597,N919NK,AIRBUS,A320,5
3598,N2331U,BOEING,777,8
3599,N925NN,BOEING,737 NG,11
3600,N909AE,EMBRAER,135/145,19
3601,N816NW,AIRBUS,A330,17
3602,N57870,BOEING,757,21
3603,N7860A,BOEING,737 NG,19
3604,N406UA,AIRBUS,A320,31
3605,N508AY,AIRBUS,A321,16
3606,N963NN,BOEING,737 NG,10
3607,N579AS,BOEING,737 NG,17
3608,N625UX,EMBRAER,170/175,5
3609,N272SY,EMBRAER,170/175,6
3610,N8504G,BOEING,737 NG,8
3611,N831AW,AIRBUS,A319,23
3612,N654UA,BOEING,767,32
3613,N464AA,AIRBUS,A321,2
3614,N631NK,AIRBUS,A320,10
3615,N952JB,AIRBUS,A321,9
3616,N263NN,EMBRAER,170/175,7
3617,N106DN,AIRBUS,A321,4
3618,N62896,BOEING,737 NG,8
3619,N524NK,AIRBUS,A319,18
3620,N226NN,EMBRAER,170/175,8
3621,N618JB,AIRBUS,A320,19
3622,N454UA,AIRBUS,A320,25
3623,N658JB,AIRBUS,A320,17
3624,N369NW,AIRBUS,A320,25
3625,N889NN,BOEING,737 NG,12
3626,N294WN,BOEING,737 NG,17
3627,N825UA,AIRBUS,A319,25
3628,N817AW,AIRBUS,A319,24
3629,N868NN,BOEING,737 NG,13
3630,N507JT,AIRBUS,A320,24
3631,N938NN,BOEING,737 NG,11
3632,N195SY,EMBRAER,170/175,7
3633,N962NN,BOEING,737 NG,10
3634,N8001N,AIRBUS,A319,11
3635,N358PW,BOEING,737 NG,7
3636,N13013,BOEING,787,4
3637,N818DA,BOEING,737 NG,10
3638,N907DN,BOEING,737 NG,6
3639,N384FR,AIRBUS,A320,3
3640,N509NK,AIRBUS,A319,19
3641,N793UA,BOEING,777,27
3642,N345DN,AIRBUS,A321,6
3643,N694DL,BOEING,757,26
3644,N760AN,BOEING,777,23
3645,N37471,BOEING,737 NG,11
3646,N302AS,BOEING,737 NG,24
3647,N805DN,BOEING,737 NG,11
3648,N315AS,BOEING,737 NG,22
3649,N77542,BOEING,737 NG,7
3650,N37521,BOEING,737 NG,5
3651,N17529,BOEING,737 NG,5
3652,N449WN,BOEING,737 NG,21
3653,N700UW,AIRBUS,A319,26
3654,N772UA,BOEING,777,30
3655,N587UW,AIRBUS,A321,10
3656,N406SY,EMBRAER,170/175,2
3657,N971NN,BOEING,737 NG,9
3658,N414WN,BOEING,737 NG,23
3659,N543US,BOEING,757,28
3660,N75429,BOEING,737 NG,16
3661,N505DZ,AIRBUS,A321,2
3662,N6706Q,BOEING,757,24
3663,N609UX,EMBRAER,170/175,5
3664,N334SM,BOEING,737 NG,5
3665,N7863A,BOEING,737 NG,22
3666,N890NN,BOEING,737 NG,12
3667,N452UA,AIRBUS,A320,25
3668,N852NN,BOEING,737 NG,14
3669,N67134,BOEING,757,25
3670,N476HA,BOEING,717,23
3671,N837SK,CANADAIR REGIONAL JET,CRJ,5
3672,N749SW,BOEING,737 NG,25
3673,N289SY,EMBRAER,170/175,6
3674,N335RT,BOEING,737 NG,6
3675,N8705Q,BOEING,737 NG,7
3676,N587NN,CANADAIR REGIONAL JET,CRJ,9
3677,N811DZ,BOEING,737 NG,11
3678,N560NN,CANADAIR REGIONAL JET,CRJ,10
3679,N221UA,BOEING,777,23
3680,N567WN,BOEING,737 NG,22
3681,N967NN,BOEING,737 NG,9
3682,N188US,AIRBUS,A321,22
3683,N970NK,AIRBUS,A320,2
3684,N75433,BOEING,737 NG,15
3685,N24212,BOEING,737 NG,26
3686,N426UA,AIRBUS,A320,30
3687,N291NN,EMBRAER,170/175,4
3688,N403YX,EMBRAER,170/175,11
3689,N9019F,AIRBUS,A319,10
3690,N198SY,EMBRAER,170/175,6
3691,N8514F,BOEING,737 NG,8
3692,N364NB,AIRBUS,A319,21
3693,N8789Q,BOEING,737 NG,2
3694,N24736,BOEING,737 NG,25
3695,N297PQ,CANADAIR REGIONAL JET,CRJ,11
3696,N686DA,BOEING,757,29
3697,N121AN,AIRBUS,A321,10
3698,N380DN,AIRBUS,A321,5
3699,N854UA,AIRBUS,A319,22
3700,N67827,BOEING,737 NG,10
3701,N822DN,BOEING,737 NG,10
3702,N534JB,AIRBUS,A320,22
3703,N444YX,EMBRAER,170/175,9
3704,N7730A,BOEING,737 NG,18
3705,N479WN,BOEING,737 NG,20
3706,N914XJ,CANADAIR REGIONAL JET,CRJ,17
3707,N476WN,BOEING,737 NG,20
3708,N394DA,BOEING,737 NG,24
3709,N474WN,BOEING,737 NG,20
3710,N802NN,BOEING,737 NG,15
3711,N896UA,AIRBUS,A319,17
3712,N8542Z,BOEING,737 NG,7
3713,N19136,BOEING,757,25
3714,N971AK,BOEING,737 NG,6
3715,N417UA,AIRBUS,A320,30
3716,N974UY,AIRBUS,A321,13
3717,N351JB,EMBRAER,190/195,12
3718,N383DN,BOEING,737 NG,25
3719,N913JB,AIRBUS,A321,11
3720,N923WN,BOEING,737 NG,16
3721,N419WN,BOEING,737 NG,23
3722,N2102J,AIRBUS,A321,3
3723,N962NK,AIRBUS,A320,2
3724,N171US,AIRBUS,A321,23
3725,N656CA,CANADAIR REGIONAL JET,CRJ,20
3726,N876AL,BOEING,787,4
3727,N311DN,AIRBUS,A321,8
3728,N222NV,AIRBUS,A320,23
3729,N904WN,BOEING,737 NG,17
3730,N927AN,BOEING,737 NG,24
3731,N117UW,AIRBUS,A320,24
3732,N712EV,CANADAIR REGIONAL JET,CRJ,21
3733,N847DN,BOEING,737 NG,9
3734,N661JA,EMBRAER,135/145,21
3735,N45905,BOEING,787,12
3736,N881BK,BOEING,787,3
3737,N271NN,EMBRAER,170/175,5
3738,N235JQ,EMBRAER,170/175,16
3739,N680NK,AIRBUS,A321,7
3740,N872DN,BOEING,737 NG,7
3741,N614NN,CANADAIR REGIONAL JET,CRJ,4
3742,N658UA,BOEING,767,31
3743,N926AK,BOEING,737 NG,3
3744,N355JB,EMBRAER,190/195,11
3745,N964JT,AIRBUS,A321,8
3746,N942NK,AIRBUS,A320,3
3747,N1801U,BOEING,737 NG,5
3748,N949AN,BOEING,737 NG,24
3749,N202SY,EMBRAER,170/175,8
3750,N928AT,BOEING,717,24
3751,N584NW,BOEING,757,22
3752,N8522P,BOEING,737 NG,7
3753,N76508,BOEING,737 NG,16
3754,N552AS,BOEING,737 NG,18
3755,N27251,BOEING,737 NG,3
3756,N6702,BOEING,757,25
3757,N663AR,EMBRAER,135/145,20
3758,N472WN,BOEING,737 NG,20
3759,N471AS,BOEING,737 NG,10
3760,N249NV,AIRBUS,A320,7
3761,N955NN,BOEING,737 NG,10
3762,N971UY,AIRBUS,A321,10
3763,N928NK,AIRBUS,A320,5
3764,N672NK,AIRBUS,A321,7
3765,N775JB,AIRBUS,A320,15
3766,N906WN,BOEING,737 NG,16
3767,N372DN,AIRBUS,A321,5
3768,N768AA,BOEING,777,18
3769,N589NW,BOEING,757,21
3770,N563NN,CANADAIR REGIONAL JET,CRJ,9
3771,N661JB,AIRBUS,A320,17
3772,N402AN,AIRBUS,A321,5
3773,N17017,BOEING,787,2
3774,N8696E,BOEING,737 NG,8
3775,N937XJ,CANADAIR REGIONAL JET,CRJ,16
3776,N146PQ,CANADAIR REGIONAL JET,CRJ,17
3777,N8737L,BOEING,737 NG,5
3778,N7824A,BOEING,737 NG,23
3779,N927XJ,CANADAIR REGIONAL JET,CRJ,16
3780,N919NN,BOEING,737 NG,11
3781,N871UA,AIRBUS,A319,21
3782,N928AK,BOEING,737 NG,2
3783,N328RR,BOEING,737 NG,6
3784,N8710M,BOEING,737 NG,7
3785,N418AN,AIRBUS,A321,4
3786,N466AN,AIRBUS,A321,2
3787,N928VA,AIRBUS,A321,6
3788,N375DN,AIRBUS,A321,5
3789,N407AS,BOEING,737 NG,12
3790,N917AN,BOEING,737 NG,25
3791,N77022,BOEING,777,14
3792,N516NK,AIRBUS,A319,18
3793,N8718Q,BOEING,737 NG,6
3794,N683NK,AIRBUS,A321,6
3795,N234NV,AIRBUS,A320,23
3796,N114UW,AIRBUS,A320,25
3797,N915US,AIRBUS,A321,10
3798,N503DN,AIRBUS,A350,7
3799,N785SW,BOEING,737 NG,24
3800,N924US,AIRBUS,A321,9
3801,N905NN,BOEING,737 NG,12
3802,N788AN,BOEING,777,24
3803,N213FR,AIRBUS,A320,13
3804,N648NK,AIRBUS,A320,7
3805,N953AT,BOEING,717,24
3806,N328JB,EMBRAER,190/195,13
3807,N956AN,BOEING,737 NG,23
3808,N305AS,BOEING,737 NG,23
3809,N8525S,BOEING,737 NG,7
3810,N241SY,EMBRAER,170/175,8
3811,N276NV,AIRBUS,A320,5
3812,N641RW,EMBRAER,170/175,20
3813,N187SY,EMBRAER,170/175,7
3814,N75854,BOEING,757,22
3815,N999JQ,AIRBUS,A321,6
3816,N73270,BOEING,737 NG,23
3817,N809DN,BOEING,737 NG,11
3818,N569WN,BOEING,737 NG,22
3819,N346DN,AIRBUS,A321,6
3820,N37434,BOEING,737 NG,15
3821,N895NN,BOEING,737 NG,12
3822,N70020,AIRBUS,A319,10
3823,N430AN,AIRBUS,A321,3
3824,N8796L,BOEING,737 NG,2
3825,N306AS,BOEING,737 NG,23
3826,N8674B,BOEING,737 NG,9
3827,N757AN,BOEING,777,23
3828,N601AW,AIRBUS,A320,21
3829,N603NK,AIRBUS,A320,14
3830,N537US,BOEING,757,28
3831,N63899,BOEING,737 NG,8
3832,N352NB,AIRBUS,A319,22
3833,N968JT,AIRBUS,A321,8
3834,N306DU,AIRBUS,A220,4
3835,N718SK,CANADAIR REGIONAL JET,CRJ,19
3836,N386FR,AIRBUS,A320,3
3837,N573UW,AIRBUS,A321,10
3838,N656NK,AIRBUS,A320,6
3839,N958SW,CANADAIR REGIONAL JET,CRJ,21
3840,N317NB,AIRBUS,A319,24
3841,N39416,BOEING,737 NG,16
3842,N971AT,BOEING,717,23
3843,N3731T,BOEING,737 NG,24
3844,N877BF,BOEING,787,4
3845,N926SW,CANADAIR REGIONAL JET,CRJ,22
3846,N403WN,BOEING,737 NG,23
3847,N762AN,BOEING,777,22
3848,N341SV,BOEING,737 NG,3
3849,N76504,BOEING,737 NG,18
3850,N468WN,BOEING,737 NG,20
3851,N378HA,AIRBUS,A330,9
3852,N2084J,AIRBUS,A321,4
3853,N440AN,AIRBUS,A321,3
3854,N227JQ,EMBRAER,170/175,16
3855,N114HQ,EMBRAER,170/175,17
3856,N8563Z,BOEING,737 NG,6
3857,N984NN,BOEING,737 NG,9
3858,N819DN,BOEING,737 NG,10
3859,N676UA,BOEING,767,23
3860,N835AW,AIRBUS,A319,19
3861,N429AN,AIRBUS,A321,3
3862,N755US,AIRBUS,A319,24
3863,N112US,AIRBUS,A320,25
3864,N3741S,BOEING,737 NG,23
3865,N8549Z,BOEING,737 NG,7
3866,N642NK,AIRBUS,A320,9
3867,N575UW,AIRBUS,A321,10
3868,N827MH,BOEING,767,25
3869,N246SY,EMBRAER,170/175,8
3870,N7885A,BOEING,737 NG,22
3871,N8667D,BOEING,737 NG,9
3872,N126HQ,EMBRAER,170/175,16
3873,N78501,BOEING,737 NG,18
3874,N653JB,AIRBUS,A320,17
3875,N374DA,BOEING,737 NG,26
3876,N274JB,EMBRAER,190/195,17
3877,N341NB,AIRBUS,A319,22
3878,N768UA,BOEING,777,29
3879,N850NN,BOEING,737 NG,14
3880,N315NV,AIRBUS,A319,19
3881,N33203,BOEING,737 NG,23
3882,N508AS,BOEING,737 NG,16
3883,N77871,BOEING,757,21
3884,N9006,AIRBUS,A319,11
3885,N469AS,BOEING,737 NG,10
3886,N62884,BOEING,737 NG,9
3887,N854DN,BOEING,737 NG,8
3888,N12216,BOEING,737 NG,26
3889,N833SK,CANADAIR REGIONAL JET,CRJ,5
3890,N17294,BOEING,737 NG,1
3891,N747UW,AIRBUS,A319,24
3892,N808AN,BOEING,787,9
3893,N8628A,BOEING,737 NG,10
3894,N722US,AIRBUS,A319,25
3895,N299PQ,CANADAIR REGIONAL JET,CRJ,11
3896,N29961,BOEING,787,9
3897,N605UX,EMBRAER,170/175,5
3898,N191DN,BOEING,767,27
3899,N546US,BOEING,757,28
3900,N878NN,BOEING,737 NG,13
3901,N77539,BOEING,737 NG,7
3902,N650AW,AIRBUS,A320,26
3903,N612JB,AIRBUS,A320,19
3904,N828MH,BOEING,767,24
3905,N636VA,AIRBUS,A320,16
3906,N241WN,BOEING,737 NG,18
3907,N246LV,BOEING,737 NG,18
3908,N29717,BOEING,737 NG,26
3909,N208NV,AIRBUS,A320,11
3910,N557UW,AIRBUS,A321,12
3911,N785SK,CANADAIR REGIONAL JET,CRJ,15
3912,N219UA,BOEING,777,24
3913,N282WN,BOEING,737 NG,17
3914,N750SK,CANADAIR REGIONAL JET,CRJ,19
3915,N285SY,EMBRAER,170/175,6
3916,N268NN,EMBRAER,170/175,6
